Age at Enrollment,Admission Grade,1st semester grade,2nd semester grade,Tuition Fees Up to Date,Scholarship Holder
18,156,0,0,1,0
18,150.2,0,0,1,0
18,126.3,13.435,13.435,1,1
18,146.1,13.5,0,1,0
18,145.3,0,0,1,0
23,116.8,11.5,########,1,0
19,132.1,10.5,11,1,0
21,102.6,12,11.5,1,0
18,112.3,12.2,11.5,0,0
18,155.3,0,0,1,0
21,153.8,14.5,14,1,0
20,110,########,########,1,0
24,128.2,12,########,1,0
18,120.4,15.125,14,1,0
18,153,########,########,1,0
19,117.9,########,########,1,0
20,145.6,########,########,1,1
18,119.8,########,156.625,1,0
18,126.8,########,########,1,0
19,106.1,########,11,1,0
19,137.3,########,########,1,0
18,115.5,13,14,1,0
20,127.5,1.248.375,1.248.375,1,0
18,116.3,########,153.125,1,0
18,113.2,########,0,0,0
18,132.6,15.4,12.2,1,0
18,132,13.45,13.45,1,0
18,130.3,12.6,12.6,1,1
20,116.7,########,129.375,1,0
22,134,10.8,12.8,1,1
20,100,12.2,14.6,1,0
20,140,14.2,13.5,1,0
18,139.2,########,14,1,0
18,132.6,12.8,10,1,0
18,129.4,13.2,12.5,1,0
18,125.6,14,0,1,1
19,129.3,13.875,14,1,0
19,128.4,12.5,########,1,1
18,139.9,########,12.5,1,1
18,124.8,11.8,13,0,1
18,128.5,########,########,1,1
18,117.8,13.03,1.321.875,1,0
19,115.1,########,########,1,0
18,118,11,11.25,1,0
25,120,133.675,133.675,1,1
19,119.6,########,########,1,1
18,133.2,########,138.875,1,0
19,141.8,13,12.8,1,0
18,130.3,########,########,1,0
24,100,13,12,1,0
21,114.6,12.8,11.2,1,0
18,123.4,########,########,1,1
18,116.4,########,########,1,0
20,123.2,15,14.5,1,1
19,123.7,########,11.4,1,0
19,127.6,########,########,1,1
30,117.1,########,149.625,1,0
18,149.3,14.035,14.035,1,0
18,125.6,11,14,1,0
18,145,########,########,1,1
20,115,117.725,12.33,1,0
19,114.3,0,0,1,0
19,126,0,0,1,0
19,124,0,0,0,0
18,122.6,########,12,1,1
17,133.8,12.46,12.46,1,0
19,113.5,########,########,1,0
18,122.6,########,11.5,1,0
25,140,########,########,1,0
19,107,10.6,########,1,0
24,130,13.125,13,0,0
19,124.2,########,########,1,1
20,125.8,0,0,1,1
20,108,13,13.8,1,1
20,115.2,12.725,137.125,1,1
19,129.3,11.25,########,1,0
31,120,########,########,1,0
20,116.7,########,13,1,0
18,121,########,11.6,1,0
18,128.2,13.25,########,1,0
18,121.1,########,15.4,1,0
20,112.6,12.625,11,1,0
20,123.3,########,########,1,1
19,129.4,11.2,13.125,1,1
21,119.9,11.4,12.2,1,1
18,131.6,13.135,########,1,0
21,120,13,11.4,1,0
19,110,12.85,########,1,0
20,143,13.5,12.5,1,0
20,140,########,13,1,0
18,119.2,13.5,14.5,1,1
18,124.3,10.75,13,1,1
18,111.1,########,########,1,1
21,150,13,########,1,1
18,147.3,########,########,1,0
18,147.5,1.414.125,1.414.125,1,1
20,108,11.6,11.75,1,1
32,130,146.625,146.625,1,1
34,130,0,0,1,0
23,109,########,1.266.875,1,1
18,112,11.25,12.2,1,0
18,121.2,12.2,12.8,1,0
34,140,0,0,1,0
25,119.5,########,11.75,1,0
21,125.9,12.2,11.8,1,0
20,121.5,0,0,1,1
18,121.5,########,########,1,0
18,132.4,########,13.1,1,0
18,122.4,########,########,1,0
24,110,10,0,1,0
32,120.4,########,########,0,0
24,105,########,########,0,0
18,137.8,########,0,1,1
28,118,########,12.6,1,0
18,122.1,########,12,1,1
24,140,0,0,0,0
19,143.2,14.4,13.2,1,0
44,120.5,########,########,1,0
18,119.5,########,12,1,1
18,147.5,0,0,1,0
22,129.6,0,0,1,0
18,126.1,########,########,1,1
44,160,11.8,12.4,1,0
33,105.5,13.2,10.6,1,0
32,95.5,0,0,0,0
35,107.5,0,0,0,0
20,106.1,11.5,########,1,0
24,116.3,12.6,12.2,1,0
19,137.4,########,########,1,0
21,101.8,11.6,13,1,0
19,144.1,########,########,1,1
27,107.8,0,0,0,0
30,128.2,0,0,0,0
21,117,0,0,1,0
19,110.4,11.5,########,1,0
34,170,11.5,11.75,1,0
18,100,########,129.125,1,0
21,117,0,0,1,0
17,133.5,0,0,1,0
19,128,########,########,1,1
18,122.1,########,########,1,0
19,133.4,########,1.436.875,1,0
45,112,########,0,1,0
26,130,########,12.25,1,0
51,100,0,0,1,0
49,162,########,########,1,1
22,153,14.5,14.375,1,0
22,131.4,10,10,1,0
33,128.2,11.5,12,1,0
20,148.9,11.6,11.5,1,0
18,128.4,12.5,########,1,1
20,120.3,########,11,0,0
37,100,########,11.6,1,0
18,126.1,########,13.5,1,0
19,111.7,12.5,########,1,0
21,140,13,12.8,1,0
20,122.2,########,########,1,0
19,118.7,0,0,1,0
20,121.5,13.5,11.225,1,0
18,134.5,########,15.125,1,0
19,127,########,########,1,0
18,114.2,11,########,1,0
18,125.3,########,########,1,1
18,120.4,10,0,1,0
19,123,13.44,########,1,0
18,130.5,########,140.625,1,1
19,125.5,########,13.5,1,1
24,133.8,########,########,1,1
20,150,13,12,1,0
21,130.5,12.8,11.25,1,1
20,140,13,12,0,0
19,119.4,########,########,1,1
19,121.3,########,133.875,1,1
18,126.3,########,########,1,0
19,111.6,14,11,1,0
21,111.3,12.6,13.2,1,0
19,122.5,14,15,1,1
18,116.5,########,########,1,1
17,132,13,12.5,1,1
19,123.7,########,11,1,0
23,117,10,########,0,0
19,116.5,########,########,1,0
18,121.5,########,########,1,0
20,105,########,13.8,1,0
19,121.3,14.6,13.8,1,1
18,136.1,14,########,1,1
19,123.6,########,15,1,1
19,129,########,########,1,0
18,136.8,143.775,143.775,1,0
18,133.4,12.5,########,1,0
19,136,14.15,14.15,1,1
19,125.8,########,########,1,1
19,120.5,14.15,14.15,1,0
21,130.2,########,140.475,1,0
18,135.9,########,########,1,0
19,116.5,########,########,1,1
18,124,0,0,0,0
30,140,0,0,1,0
18,150.9,15,########,1,0
20,127.3,########,########,1,1
25,100,11.2,12.6,0,0
18,128.8,########,########,1,0
21,119.7,12.2,########,1,0
18,140.8,15.7,15.7,1,0
18,138,15.2,15.2,1,0
29,132.9,########,15.6,0,0
20,140,125.625,########,1,0
26,140,0,0,1,0
21,99.3,12.4,12,1,0
19,119.3,1.378.125,1.378.125,1,1
19,113.2,########,########,1,0
21,117,11.8,########,1,0
20,123,10.8,12,1,0
18,127.2,13.26,1.428.625,1,1
20,141,12,########,0,0
20,121.7,11.875,########,1,1
18,121.1,12.16,13.4,1,1
18,146.1,15,12.5,1,0
18,142.5,########,13.2,1,0
18,126.8,11.5,11.8,1,0
22,150,########,13,1,0
19,150,13,########,1,0
19,134.5,15,########,1,1
18,129.5,########,16.8,1,0
20,113.2,########,########,1,0
18,140.2,11,11.25,1,0
21,119.2,0,0,1,0
19,140.7,########,12,1,0
18,142.3,1.282.875,1.282.875,1,0
18,129.9,########,14.4,1,0
18,134.8,0,0,1,0
21,104.1,13,0,0,1
19,122.4,10.875,12.4,1,0
19,120.6,12.8,11.6,1,1
19,112.4,########,0,1,0
18,157.9,0,0,1,0
19,125.9,0,10,1,1
20,118.4,########,########,1,1
18,130.8,########,########,0,0
19,176.7,0,0,1,1
18,156.8,########,13.25,1,0
18,126.8,12,12.75,1,0
19,128,12.25,12,1,1
20,113.8,########,12.2,1,0
19,120.8,########,13.05,1,1
18,130.8,########,########,1,0
25,101,0,0,1,0
18,126.1,11.5,########,0,0
19,113.8,########,12.5,1,0
19,118.3,########,144.375,1,1
20,127.9,13,11.5,0,1
18,131.1,########,########,1,0
20,117.9,13.5,########,1,0
21,115.7,########,########,1,0
19,141,0,0,1,0
42,120,########,########,1,0
18,131.8,12.4,########,0,0
19,131.1,13.4,########,1,1
18,117.8,12,12.5,1,0
21,140,14.2,14.8,1,0
20,108,12.125,########,1,1
20,122.9,########,########,1,0
21,130,11.75,########,1,0
19,126,########,########,1,0
21,134,########,13,1,0
19,134.3,########,########,1,0
19,138.7,########,15.092,1,1
18,143.3,0,0,1,0
22,160,15,########,1,0
21,111,13.2,########,1,0
18,128.5,11,########,1,1
20,133,########,########,1,1
18,114.6,12,10.75,0,0
20,104.1,0,0,1,0
23,127.6,########,13.775,1,0
18,151,########,########,1,0
20,135.7,########,########,1,0
18,137.8,########,########,1,1
20,117.3,12,11.2,1,0
18,121.2,12.4,12.8,1,0
20,129.3,########,########,1,0
19,123,########,########,1,0
21,140,########,########,1,0
33,140,15,11,1,0
24,144.6,13,0,0,0
20,118.3,12,12.75,1,1
18,153.6,0,0,1,0
18,158.3,########,########,1,0
29,100,12,10.5,1,0
18,134.9,########,########,1,0
19,142,########,########,1,0
19,127.3,0,0,1,0
18,116.5,10.8,10.5,1,1
19,138.6,14.25,########,1,1
20,133,########,12.9,1,0
19,136.2,11.5,10.5,1,0
19,118,12.25,########,1,1
18,126.8,12,########,1,1
18,128.5,1.340.375,1.340.375,1,1
19,129.9,########,########,1,1
20,125.8,12.2,########,1,0
18,129.3,0,0,1,1
18,124.7,0,0,1,0
35,154.9,########,16,0,0
18,127.3,11,11,1,0
19,129,0,0,1,1
19,98,12,########,1,1
20,122,10.5,12.25,1,0
19,112.5,########,########,1,0
19,127.3,11,10,1,0
24,100.5,0,0,1,0
29,122,12.5,0,0,0
24,140,########,12.6,1,0
19,116.1,11.2,12.5,1,0
37,130,0,0,1,0
18,146.2,13.2,11.8,1,0
20,180,########,14.125,1,1
18,127.8,0,0,0,0
22,130.8,0,########,1,0
22,109,########,########,1,1
18,132.4,0,0,0,0
18,129.3,13.1,13.1,1,0
19,125.4,13.5,########,1,0
19,130.2,10.2,12,1,0
19,132,########,13,1,0
21,170,########,########,1,0
19,130.2,12.6,11,1,0
18,115.5,########,13.6,1,0
19,127.6,11.6,11,1,0
25,140,########,13.5,1,0
22,120.2,########,########,1,0
24,150,########,########,1,0
19,100,11.975,########,1,0
18,100,12.25,########,1,0
20,128,0,0,0,0
19,128,########,########,1,1
19,107.2,10.5,10,1,0
19,110.1,########,13,1,0
23,119,0,0,1,0
47,155.5,13.8,14,1,0
19,118.4,########,10.75,1,0
19,141.2,0,0,1,0
18,119.1,0,0,1,0
28,111,10,0,1,0
20,138.6,11.5,########,1,0
18,121.2,########,12,1,1
21,150.4,0,0,1,1
19,117.8,12.75,13,1,0
24,102.5,0,0,0,0
24,110,########,########,1,0
25,138.3,0,0,0,0
28,122.3,13,12.2,1,0
37,127.8,10.75,########,1,0
19,100,12,10.5,1,0
18,126.4,########,1.390.625,1,1
48,100,10,10,1,0
21,117.1,########,########,1,0
19,124.7,########,########,1,1
21,124.1,0,0,1,1
23,129.4,0,0,0,0
18,138.9,13.6,13.25,1,0
22,138.6,########,14,1,0
25,133.9,########,12.25,1,0
27,140,13.5,14.4,1,0
49,95.1,0,0,0,0
31,128.2,11,0,0,0
54,121.5,########,########,1,0
25,120,########,12.25,0,0
20,130,########,11.5,1,0
28,120,12,########,1,0
41,107,########,########,1,0
19,116.1,13.125,########,1,1
22,114.4,0,11.5,1,0
34,157.7,13.5,0,1,0
28,150,########,15,0,0
42,114.3,12.4,11.8,1,0
21,104.6,14,14.8,0,0
50,140,13.5,13,1,0
19,109.1,0,0,1,0
18,120.6,12.65,########,1,0
59,161.9,0,0,1,0
33,140,0,0,0,0
23,178,########,12.8,1,1
44,138.3,########,########,1,0
37,128,0,0,1,0
36,139,0,0,1,0
22,113.2,########,10.5,0,0
49,139,########,########,1,0
23,110,########,12.75,1,0
19,136.6,11.4,11,1,0
47,161.1,########,0,1,0
28,130,########,########,1,0
21,140,11.75,10.5,1,0
21,121,########,10,0,0
21,118.6,12.4,11.8,1,0
20,138.3,########,11.5,1,0
49,115.8,0,0,0,0
40,160,11,13.4,1,0
22,114.5,13.625,########,1,1
19,117.5,11.8,11.5,1,0
31,121.7,0,0,1,0
30,115,15,13.5,1,0
19,125.3,10.8,11,1,0
22,131,########,########,1,0
19,126.3,########,########,1,0
21,127.1,0,0,0,0
19,138.4,15.125,########,1,0
22,100,0,10,1,0
22,126.2,11.4,11,1,0
19,118.8,12.25,11,1,0
26,124.5,0,0,0,0
23,140,14,14,1,0
18,125.1,########,10.8,1,0
22,118.8,########,11,1,1
19,125.2,########,########,1,0
20,95,0,0,1,0
22,107.6,########,########,1,1
18,140,13,0,0,0
39,125.4,0,0,1,0
18,128,0,0,1,0
18,129.3,13,14.2,1,1
19,152,########,14,1,1
18,128.8,########,124.875,1,0
18,152.8,12.75,0,1,1
22,150,14.5,14.6,1,0
19,112,########,########,1,0
18,135.6,15.4,15.6,1,0
31,134.4,########,16,0,0
28,120.5,0,0,1,0
19,141.4,0,0,1,0
20,145.2,########,########,1,0
50,140,12.25,0,1,0
38,100,16,16.5,1,0
31,140,11,13,1,0
27,126,########,########,1,0
21,112.6,########,10.5,1,0
34,106.8,10,0,1,0
19,121.6,0,10,1,0
40,120,10.5,########,0,0
18,160.6,0,0,1,1
46,130,0,0,0,1
37,110,0,0,1,0
31,110,0,0,1,0
34,145.8,########,12.4,1,0
18,130.2,0,0,1,1
18,122.3,########,########,1,1
19,125.4,########,########,1,1
40,130,10.25,11.2,1,0
25,150,0,0,1,0
20,116.9,14.5,########,1,0
20,114.7,15.8,########,1,0
43,95.8,0,0,0,0
18,133.1,12.5,########,1,0
35,150,########,11.5,1,0
23,118.5,13,13,1,0
19,131.1,########,1.150.625,1,0
21,150.3,########,13.75,1,1
19,120.5,12.5,13.25,1,0
20,105.6,########,########,1,0
30,125.3,0,0,1,1
44,131,########,11.5,1,0
19,127,########,########,1,0
22,150,########,14.3,1,0
18,149.2,14,14.2,1,0
21,121.5,14.75,11.8,1,1
18,137.3,0,0,1,0
18,119.6,13.625,########,1,0
19,141.5,0,0,1,0
21,150,11.8,11.875,1,0
31,110,15.125,14.6,1,0
21,110.2,11.5,10.5,1,0
24,110.3,10,11,1,0
27,120,0,0,1,0
20,114.2,########,12.8,1,0
22,140,0,########,1,0
19,132.8,12,12.5,1,1
19,121.5,########,14.5,1,0
23,127.2,########,########,1,0
18,128.2,14,########,1,0
29,133.4,16.5,13.8,0,0
29,120,18,########,1,0
20,140,########,########,1,0
19,136.9,0,0,1,1
22,117,0,0,1,0
20,110.7,14,12,1,0
24,160,13.75,12,1,0
21,95,13.25,11,0,0
25,148.8,14.25,14.75,1,1
32,110,0,0,0,0
26,133.9,11.25,########,0,0
18,125.7,13.5,12.5,1,1
19,116.6,########,########,1,1
19,141,########,########,1,1
27,130,########,########,1,0
21,130,11.8,########,1,0
20,115.8,11.5,0,1,0
21,140,14.5,########,1,0
22,126.1,13.4,########,1,0
19,137.5,0,0,0,0
18,120.8,10.8,12.5,1,1
28,136.5,0,0,1,0
25,122,########,12,0,0
25,130,12.5,11.6,1,0
18,126.3,13.5,########,1,0
26,98,0,0,1,0
18,121,12.75,11.5,1,1
22,124.2,########,########,1,0
25,130,0,0,1,0
19,136.1,11.4,12.4,1,0
19,132.8,########,########,1,0
19,126.3,########,117.125,1,0
45,111.5,11.5,11,1,0
52,118.2,11.2,12.8,1,0
20,115.6,12,11,0,0
19,117.8,########,########,1,0
21,127,12.94,11.58,0,0
35,140,14,########,0,0
36,106,0,0,1,0
47,151,0,0,0,0
22,106.4,0,0,1,0
41,125.3,11.25,11,1,0
26,130,0,0,1,0
51,116,11.25,0,0,0
43,120,########,12.5,1,0
41,100,11.8,########,1,0
23,118.5,11.625,########,1,0
22,118.9,0,0,1,0
25,119.3,10.25,11.25,1,1
25,135.8,10.8,########,1,0
22,130,########,########,0,1
24,129.8,########,13.4,1,0
47,150,0,0,1,0
41,111.9,0,0,1,0
43,150.1,########,12.2,1,0
29,130,0,0,1,0
30,128,0,0,1,0
26,102.5,0,0,0,0
27,102.5,0,0,0,0
36,110,11.4,11.6,1,1
29,114,########,########,1,0
35,128.2,########,13,1,0
18,116.5,11.5,12.6,1,1
24,149.3,16,16,1,1
18,134.1,12.5,########,1,1
18,126.6,12,13,1,0
21,120,0,########,1,0
21,133.5,13,12.6,1,0
32,110,########,########,1,0
22,107.5,########,12.5,1,1
32,130,########,12.7,0,0
35,111.6,14,0,1,0
23,101,0,0,0,0
39,108.3,11.4,11,1,0
35,128.2,0,10,1,0
32,150,18.875,########,1,0
20,142.8,0,0,1,0
34,100,########,12.6,1,0
44,150,13.5,16.2,1,0
53,156.5,15,10,1,0
28,98.6,0,0,0,0
31,130,########,12.8,1,0
18,118.1,0,0,0,0
44,120,12,0,0,0
19,127.7,12.6,12,1,0
21,130,########,########,1,0
18,147.7,0,0,1,1
20,170,14.5,15.3,1,0
55,110.2,14.5,13.5,1,0
27,146.4,10,13,1,0
19,121,0,0,1,0
18,129.9,11.6,13.2,1,0
43,132,11.75,0,1,0
18,125.9,0,0,1,0
18,165.7,0,0,1,0
20,122.7,0,0,1,1
29,141.4,11.25,11.8,0,0
44,156.4,########,0,1,0
18,148.5,10,16,1,0
20,140,########,12.3,1,1
20,131.7,12.75,########,1,0
36,104.7,0,0,1,0
19,150,11.6,11,1,0
29,110,0,0,0,0
18,129.1,11.25,########,1,0
24,120,0,0,0,0
20,127,########,15,1,0
45,151.5,0,0,0,0
28,126.8,13.5,13.5,1,1
23,140.8,########,12.2,1,0
18,125.6,########,########,1,0
23,127.8,########,########,1,0
22,120,0,0,1,0
22,131.3,########,12.4,1,1
33,155.7,13.2,########,1,0
21,128.5,12.7,########,1,0
45,170,########,14.8,1,0
44,100,11.5,12,0,0
42,107.2,0,0,1,0
20,139.3,0,0,1,0
20,123.2,########,12.5,1,0
20,122.3,########,12.5,1,1
20,127.9,########,10.25,1,0
19,120.3,10.8,13.5,1,0
26,128.5,10.5,########,0,0
31,150,15,12.5,1,0
19,136.1,########,14,1,1
28,128,########,########,1,0
20,158.1,0,0,1,1
43,108.7,13,12.5,1,0
25,110,0,0,1,1
40,120,10,15,1,0
20,150,########,13.375,1,0
46,113,########,########,1,0
26,118.6,########,########,1,0
34,148.8,########,########,1,1
19,120.3,0,0,1,0
18,127,########,########,1,1
18,113.8,########,11.425,1,0
37,108,########,12,1,1
23,129.1,0,0,1,1
26,135.9,14,########,1,0
18,154.4,12,0,0,0
18,190,11.575,########,1,0
19,132.5,########,130.625,1,0
18,163.3,13.5,12,1,0
19,122.5,########,12.8,1,0
20,121,14.25,10,1,0
22,131.8,########,12,1,1
18,135,########,########,1,1
18,141.7,########,13,1,1
18,131.3,########,13.5,1,1
18,123.9,13,13,1,1
18,126.1,########,########,1,0
19,126.5,########,########,1,1
20,107.3,0,0,1,0
19,95,########,0,1,1
18,116.1,########,11,1,0
18,134.6,14.5,########,1,1
18,128,########,1.365.625,1,1
18,144.2,########,########,1,0
18,129.5,11.6,12.625,1,1
18,116.8,########,########,1,0
20,160,12.625,13.2,1,1
19,127.1,########,11,1,1
18,126.3,########,13,1,1
19,112.9,########,########,1,1
19,130.2,11.4,10.75,1,0
19,100,########,########,1,0
19,121.6,########,########,1,0
20,130,13.5,13,1,0
18,121.7,11.5,12.4,1,1
33,120,14,0,1,0
19,143.5,########,0,1,1
18,128.3,########,14.75,1,1
19,111.9,0,0,1,0
19,140,########,11.5,1,0
18,137.6,16,########,1,0
20,135,########,########,1,0
19,133.8,132.325,132.325,1,0
18,126.9,14,########,1,1
19,106.7,10,0,1,1
25,145.7,########,########,1,0
20,153.1,12.5,########,1,1
19,118.7,12.5,11.5,1,0
33,161.8,10.5,0,1,0
18,124.9,########,########,1,0
18,150.8,10.5,10.5,1,0
19,130,12,11.4,1,0
18,163.6,0,0,1,0
19,115,11.5,########,1,0
18,136.8,14,13.5,1,0
18,130.9,13.5,12.6,1,0
18,127,1.307.375,1.307.375,1,0
37,120,10.75,0,1,0
20,126,12,0,1,0
20,153.8,14,########,1,1
21,140,########,########,1,0
18,136.6,########,########,1,1
26,105,########,11.2,1,0
41,139.4,11.6,12.2,1,0
18,140,########,########,1,1
18,130.8,144.025,144.025,1,0
31,138.8,1.546.875,163.875,1,0
23,110,12.625,########,1,0
19,127.8,########,########,1,0
20,134.2,15,13,1,1
40,143,########,########,1,0
32,120,11.5,11,1,0
24,113.2,10.5,10,1,0
18,135.8,########,########,1,0
18,143.5,13,########,1,0
18,148.9,########,13,1,1
27,115.6,0,0,0,0
18,159.3,14.4,15.4,1,0
26,138.5,12,11.25,1,0
19,133.2,########,########,1,0
19,117.6,12.2,12,1,0
21,108.7,12,########,1,0
24,106,10.5,11,1,0
20,122.6,########,10.5,1,0
18,127.4,12.2,12.2,1,0
30,100,0,0,1,0
22,95,11.5,########,0,0
21,130,########,########,1,0
26,122.8,########,11.675,1,0
23,115,10,12,1,0
18,145.9,########,########,1,1
21,143,11.4,12.2,1,0
18,100,0,0,1,1
21,121.3,13,12,1,0
18,121.2,13.4,12,1,0
19,125.1,13.5,12.8,1,1
22,112.9,12.25,########,1,0
19,120.8,########,########,1,0
19,114,0,0,0,0
19,132.1,10.5,13,1,0
27,160,14,12,1,0
22,134,14.2,12.2,1,0
18,124.2,13,########,1,0
20,115.6,11,12.75,1,0
34,128.2,11,10,1,0
18,132.8,########,########,1,0
20,123.1,14.75,12.25,1,0
20,125.6,########,########,1,0
25,115,0,0,1,0
18,123.6,12.4,13,1,0
18,141.7,11.6,13,0,0
18,139,12.2,0,1,1
19,118,11,12.8,1,1
19,142,########,12.4,1,1
21,143.4,########,########,1,1
29,115.9,########,11.9,1,0
20,105.1,12,########,1,1
21,138,########,12.6,1,1
34,114.7,10.5,11,1,0
20,130.5,########,12,1,0
24,134.3,0,12,1,0
18,137.5,########,########,1,0
19,125.3,12.2,12.2,1,0
18,111.3,10.8,11.75,1,1
28,144.8,12.75,########,1,0
28,152.1,11,12,1,0
20,126.1,10.75,0,1,0
22,136,1.255.375,1.255.375,1,0
19,124.3,########,########,1,0
20,129.9,########,13,1,0
26,136.1,11.75,0,1,0
21,115.1,11,0,0,0
18,143.6,0,0,1,0
18,115.8,13.4,12.2,1,0
22,149,########,########,1,0
36,100,0,0,1,0
20,133.4,12,11.5,1,1
20,122.8,########,0,1,0
25,151.2,11.5,13.5,1,0
35,137,12.8,########,1,0
22,118,0,0,1,0
26,126.4,########,########,1,0
20,130,11.8,12,0,0
50,112.5,########,13.5,1,0
20,118.3,12.002,12.002,1,0
20,121.4,########,########,1,0
35,140,15.2,11,0,0
19,109,########,########,1,1
43,110,0,0,1,0
19,119.8,########,########,1,0
25,130,12.675,12.675,1,0
19,167.3,0,0,1,0
20,111.9,12,12.5,1,1
22,136,0,0,1,0
19,124,11,12.2,1,1
32,132.9,10.75,########,1,0
57,154,14.2,########,1,0
20,115,12.6,11.575,0,0
38,96,0,0,0,0
45,168.2,14,########,1,0
43,140,10,12.25,0,0
19,137.4,########,13.125,1,0
49,150,11,11,0,0
43,100.5,########,########,1,0
34,148.5,12.25,0,1,0
18,123.3,12.5,########,1,0
43,138.7,13.8,########,1,0
21,117.2,12,11,1,0
40,114.3,11,12.5,1,0
19,125.3,13.75,########,1,1
27,97,########,11.25,1,0
43,140,0,13.15,1,0
31,124,########,15.4,1,0
26,140,0,0,1,0
34,127,15.8,16.8,1,0
30,110,########,########,1,0
36,170,########,0,1,0
46,120,0,10,0,0
22,130,13,########,1,0
27,130,0,0,1,0
20,122.5,10.8,12,1,0
20,115.7,11,10,1,0
31,120,0,0,0,0
20,166,0,0,1,0
21,132.8,12,0,0,0
21,100,10.75,11,1,0
19,121.8,11.6,13.5,1,0
20,109.5,11.8,11.6,1,1
18,138.3,16,########,1,0
18,131.6,########,11.5,1,1
30,125.3,14.4,13.5,1,0
34,101.5,0,0,0,0
21,109.1,12.25,13.4,0,0
20,123.9,12.6,12.75,1,0
18,143,13.4,13.4,1,0
21,126.3,0,0,1,0
26,113.3,10,0,1,0
20,119.9,0,0,1,0
25,140,11.25,11.2,1,0
19,108,0,0,1,0
24,100,########,14,1,0
20,132.4,11.75,13.4,1,0
20,137.1,0,0,1,0
18,138.1,########,14.125,1,0
25,130,11.95,########,1,0
22,109.7,14,########,1,0
41,128.2,0,0,0,0
19,117.8,11.5,0,1,1
21,150,12,12.8,1,0
30,160,########,########,1,0
21,104.5,########,########,1,1
26,112.8,0,0,1,1
21,100,########,14,1,0
18,132.5,########,########,1,0
19,123.3,########,########,1,1
18,128.9,########,########,1,1
19,128.3,11,11.75,1,0
21,100,11.75,########,1,0
18,120.1,10,12,1,1
24,160,12.415,12.415,1,1
21,123,11,10.5,1,0
23,150,########,########,1,0
18,124,########,########,1,1
26,120,########,14.5,0,0
20,120.4,12,13.4,1,0
18,131.6,########,########,1,0
20,104.2,########,########,1,0
20,122,########,########,1,0
18,110.7,########,########,1,0
22,121.7,13.2,13.6,1,1
20,126,15.4,15.4,1,0
19,128.4,########,15.925,1,1
18,134.9,########,11,1,0
18,143.9,########,12,1,0
19,145,14.5,13.6,1,1
19,132,########,12.375,1,1
24,136.1,########,12,1,0
21,138.9,########,14.5,1,0
20,102,########,########,1,1
28,123,########,11,0,1
21,137.5,########,########,1,0
20,102.2,########,########,1,0
36,105.3,0,0,0,0
42,130,0,0,0,0
47,122.5,11.5,11.6,1,0
25,112,0,0,0,0
25,110,########,13.5,1,1
48,149.5,0,0,1,0
32,141,13.8,12.8,1,1
38,130,13.6,13.6,1,0
37,130,########,########,1,0
26,104,10,10,0,0
23,110,0,0,1,0
23,120,0,0,1,0
20,130,10.8,12,1,0
26,127,########,1.330.625,1,0
45,100,11,########,1,0
26,111,########,########,1,1
26,130,11.8,########,1,0
25,130.1,11,11.25,1,0
18,127.5,13.11,13.11,1,0
27,130,########,########,1,0
24,115,0,0,0,0
20,126.8,########,12.2,1,0
18,116.7,0,10,1,1
18,128.5,14.1,133.125,1,1
18,127.5,13.045,13.045,1,0
19,117.5,12.858,12.858,1,0
19,148.8,142.525,142.525,1,1
19,120.2,14.06,########,1,1
18,127.3,########,########,1,0
18,136.1,0,0,1,1
19,122.4,13.75,12.6,1,0
23,130,13.15,########,1,0
21,121.7,########,11.8,1,1
18,122.7,########,########,1,1
20,129.2,########,11,0,0
23,105,########,11,1,0
20,129.9,13.2,########,1,0
18,136.3,########,12.375,1,1
29,114.9,12.75,########,1,0
28,102,13,12,1,0
19,111.3,########,11,1,0
24,130.9,0,0,0,0
33,100,0,0,1,1
19,112.9,12.5,11,0,0
19,112.7,########,########,1,0
37,143,12,########,1,0
18,155.1,0,0,0,1
29,127.6,0,0,1,0
37,146.6,########,126.875,1,0
36,141,0,0,1,0
19,120.6,########,14,1,0
33,110,########,########,1,1
34,108.6,12,11,0,0
18,134.9,15.5,16,1,0
20,120,0,0,1,0
19,141.3,########,########,1,1
20,135.6,########,########,1,0
19,121.5,########,########,1,1
19,125,########,########,1,0
22,119.1,11.6,12,1,1
18,126.6,14.625,########,1,0
18,116.7,########,########,1,1
19,120.1,13.375,########,1,0
19,124.9,12.5,########,1,1
31,114,12.56,12.56,0,0
18,131.1,13.19,1.423.125,1,0
19,129.3,11,11.25,1,1
18,129.7,0,0,1,0
19,120.8,11.6,########,1,1
19,135,########,########,1,0
19,117.8,11,########,1,1
30,130,########,########,1,0
18,117.6,0,11,1,0
18,130.8,########,########,1,0
21,111.9,0,0,1,0
19,145.9,15.5,########,1,1
19,109.1,########,14.6,1,1
19,120.3,########,13.7,1,0
19,113.5,########,13.75,1,0
19,135.4,########,13.4,1,1
39,130.2,########,10,1,1
18,136.4,########,########,1,0
20,126.9,0,0,1,0
19,119.8,12.6,11.6,1,0
18,124.4,12.6,11,1,0
34,120,########,########,0,0
22,111.8,12,11,1,0
24,130,########,13.6,1,0
34,138,########,########,1,0
46,114.6,0,0,1,0
50,108,########,12.2,1,0
37,140,0,0,0,0
18,134.7,17,15.5,1,0
25,110,########,########,1,1
46,104.8,########,########,1,0
30,126.5,13,########,1,1
